Title,Price,Shipping,Condition,Date Sold,URL
LEGO® 40632 - Aragorn und Arwen + NEU & OVP +,"EUR 39,95",Kostenloser Versand,Brandneu,2025-12-28,https://www.ebay.de/itm/266164889630?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYP3MB0M4700XN098BB3TJD&hash=item3df8a9e81e%3Ag%3AqIAAAOSwRX9kCeGV&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkvbfZfH8GY0cb3RE5WXI10p%2FxrmXYkV0cDmfX%2F1zfue7GpjMlzjizlG2LD1ePi2QkL3oJuV1kW8R9S361ct%2FT2jclcwR6B2KyI4TRFv2DRRg3RWGqNDcidIv5wffPfOdLGvw6PIWGODOm0Jfr6WUK9pB5qfie8ghz8pvevEm5u%2B2Fc00eiMBGAF1nz%2FGd3zRtt4dKmVE7XJEAzA4btZA1HmLM7ubZBnkvdqY4tSpm3mTltmFGWl01SLGi6f3tBv7ErN7Z%2BWuHtCftY%2FF5ZZaZBB%2Bk9nYAWcsYO7RcMwVHZ6A%3D%3D%7Ctkp%3ABk9SR9rFjtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO BRICKHEADZ: Aragorn & Arwen Set 40632 Herr der Ringe Neu & Versiegelt,"EUR 45,85","+EUR 35,85 Versand",Brandneu,2025-12-24,https://www.ebay.de/itm/156447302729?_skw=LEGO+40632&epid=10058424886&itmmeta=01JGYP3MB0RNGXVARS3BSBNEHT&hash=item246cfc6449%3Ag%3Am5YAAOSw0sRkgci4&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmbS%2BM1rV3VMQXrzCNGj3th8V8Ej0HwnK9YPtk1JM%2ByztSu2PXMmZRNQ6kk899k16cu8R8T1%2FOaqzNKcWzVpliXMbKPNBlQgeP%2BOkv66jzUeRct2VrPe28QXY6f%2FCdsrtMZIRJRI05BSNv0rR6dIiFynMwhoxTIOyW6izN6GE7PcXKBnm99hu4RAPbmhbzDD7iF3954bSN55ORuEhVpti05KErwhGb3de0uWz3gAWCXR%2FVh7RwFI8vVH535qEQjM2p61uKXBChV58GURggP4ZwIbkEhULgNkDgrLgC5Y7KXjg%3D%3D%7Ctkp%3ABk9SR9zFjtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO® BrickHeadz Herr der Ringe - Arwen + Aragorn 40632 - NEU&OVP,"EUR 10,50","+EUR 5,99 Versand",Brandneu,2025-12-20,https://www.ebay.de/itm/135443881679?_skw=LEGO+40632&itmmeta=01JGYP3NBHBMP2YKJZNKJWXEP1&hash=item1f89159ecf%3Ag%3AmLIAAOSwERFnXuh6&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmjqk0Wa1GTq1h5jseRjRBraieIJ8I84FBrrUdmvhJPqV1qReZ2Dqj7rMt%2Bd4Tp09oRHwtTntn5TNrbDV0dyjj24fIBv%2F3cW9QtDe4a4kG0VYGQQE3plnS%2F0G4e2atLwaXkXscMEH%2FLpj0l8JrY7Po7kQjamgxq0ewECfd9A0toUWI9rAEabNsEe%2B9EGVzerLwB6g48MojvGiUyT6YTN0CKR%2BMk1LMw%2BuwJ29DM%2Bmy4hHgI%2BrcSECTCeZN2qMEXhwE%3D%7Ctkp%3ABk9SR_jVjtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO® 40632 - Aragorn und Arwen + NEU & OVP +,"EUR 20,50",Kostenloser Versand,Brandneu,2025-12-13,https://www.ebay.de/itm/267085228601?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYP3NBJHRW2WS32YMQXKJTY&hash=item3e2f852a39%3Ag%3AXtMAAOSw6zJnTqxr&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmzN26ljeWV8s1P8%2BTSN5ufs46gypwX3znSj1XBrMOca70d4YQMIGXH10PDszXRWQXDDkad%2FAD8NDlhwZqlP8yfrCebhyMmsBLMjn2GU0ksoq8iqr03oBXPpW8NmeOqdUfj8EjiORMG7ocTyJhAlKEg%2FtwAxyPYUpcnyvEmDS%2F4js7XSjdtzPb6%2BS3WOqRxyL2bfr3PeZ6iJIhrfRli6q5ovfEmRaiiyYxE6UVjCkfhhzE3pu3YwD8Vv54Vqp3EPjA%3D%7Ctkp%3ABk9SR_zVjtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
"LEGO 40632 BrickHeadz Lord of the ring, neuf scéllé","EUR 39,00","+EUR 25,00 Versand",Brandneu,2025-12-10,https://www.ebay.de/itm/365236176707?_skw=LEGO+40632&itmmeta=01JGYP3NBKQPNGWP2EQ0QHSBA8&hash=item5509c5c743%3Ag%3AyUsAAOSwWLRnOe%7Ey&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKnct%2FwSWXcr755miT6ycYm9w9xO5fAq3i332md0U3xb1NUFcKFKEwwkGFi%2FYxYWCyIKr6Vi6B0m%2FZe7vfHq3JUNcv0j3zSn%2FCAh4n2HaYPBV4YHZF%2FUEifTRnvCQqv1QZ2QJ%2F7RNma%2B5lzA57RKdcuWY5GzjJclkexkYBuJxlvCcyeYprkZK9ZfF42SJvNzFOXM4ikCsFEa%2FCO28OXnl1ctiKu1F6N5xjFLY3drmHwo%2FDFBDXrcsxnm4Wd9sVSXW1ePtBfOaV8xX2b3y5x%2BfJAnVf28N6UVS%2B9XGi0Ai%2F7YRQ%3D%3D%7Ctkp%3ABk9SR_7VjtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO BRICKHEADZ: Aragorn & Arwen (40632) - Neu in OVP - Kostenloser Versand,"EUR 34,89","+ ca. EUR 13,03 Versand",Brandneu,2025-12-09,https://www.ebay.de/itm/335715963046?_skw=LEGO+40632&epid=10058424886&itmmeta=01JGYP3NBKTBEF5WBVEWVSJ660&hash=item4e2a3b10a6%3Ag%3ANHsAAOSwZuVjxvs8&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnj1CZZ5H0DW7uAwbjgce5ub7Swfph%2FzfeUKpxi%2BTqD3egXzTGiQ0%2ByZfxkA9yX2Yut8mKexztEI4IX5HtjYgvyu6fpKlG2hpto2PsRAS0DVnrLaQ%2FPuAZoWqK3--ddKmj0bdmscvx6dIbn%2BCl%2FhEDSScwtk6J5TAr1IOfYo2yyeGfdKCIZoA3SFsQkm9mzrYqImCi40RJgGpj%2FC%2BkHCj0XInAc1yqDnZppkEp4--Dj2vKJ6fSRC%2BRmCY%2BwN33Ksok%3D%7Ctkp%3ABk9SR_7VjtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
Original LEGO® BrickHeadZ 40632 - Aragorn™ y Arwen™,"EUR 39,99","+EUR 9,00 Versand",Brandneu,2025-12-09,https://www.ebay.de/itm/325888862318?_skw=LEGO+40632&epid=2334876647&itmmeta=01JGYP3PB2V317D9RBHEGGWS05&hash=item4be07d686e%3Ag%3Ae2UAAOSwQs9lVfNq&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmCSZNDXh03bVRrtYHJj4gg%2F9thVPUKAwta0F%2F8MYtK6m%2Fu%2BVvm9%2BZjmD3kjW7ERoTc2s7iQd4bUu6pynJc5FMKcF2kMKql1mm4uzvrIwPa7Bz9UM%2Brd2NvsyinfscTTc6ebCcp7iZSJ%2BtaCpcMK2Hkuo2UPYo1H2umWa27NN%2BkdUPCwi4YnQk7KNuOvKnZQcj9Wq3PjiDoTO739WMy3pnN5AAM1xgpnZ15qvqTQoU%2FWY3x8%2BtFd9mdmg2ZF7QZ5x6%2BZc%2FNBz2BZjuD2r8X75p26A7BtIbSE2PQrmYjaMK6iQ%3D%3D%7Ctkp%3ABk9SR-LljtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO BRICKHEADZ 40632 ARAGORN E ARWEN SIGILLATO,"EUR 25,99","+EUR 20,00 Versand",Brandneu,2025-12-08,https://www.ebay.de/itm/405337148119?_skw=LEGO+40632&itmmeta=01JGYP3PB24SR2WM18RYY450TE&hash=item5e5ffa0ad7%3Ag%3ATN8AAOSwP1BnLfgm&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKlxYHL%2FTTfu4Q6Yh55s7xGbUbvQGgcWo36Ob%2FleZ1lfDZYliEonEcKSFze4fJOWHZkKbEDlydR0pVuGNff4S14W5YMnClVCMMvhLXzcwRJNSOnrlwQhlziN31UjeRnGnB8X8QpyKgIK5rTxqSVjB0OLuEikD5Y%2Fiw%2BtBHitwmO7XBRF3hgOSO8%2FU80ovfFpdA5ddaMTuB3fUwmkGCdXt8DrFXgjHO6JnqNM0bxzZskkYH5zpVX0gFp0iCXC4Ykut7w%3D%7Ctkp%3ABk9SR-LljtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO® 40632 - Aragorn und Arwen + NEU & OVP,"EUR 12,50","+EUR 5,00 Versand",Brandneu,2025-12-02,https://www.ebay.de/itm/205121977673?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYP3PB2888484HEE2K6ZW8N&hash=item2fc238fd49%3Ag%3A8BkAAOSwzORnQNrI&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlw2LF3D41G8V5vDCST8EQ1pKbJKlPITioUjAkcG%2Fc88QNhYZhCEC7lWRFB9i5bdtWodY7r37NC1i%2Bz13ytYP07uBk2oIEz%2BsP8so2I3UPzIuOqdNnW70TFChDkAL%2Be6be1rKMwwAxvkJAyPJpjEoomgHiC%2BjNN%2FNLATJj6EPoN0Gq7OtWb6sZDsP1AuSpB9VbGEQ%2BGbe9lZNgpiCBEL90wKQv6DTvYtZLxYlqNFZw3iw%3D%3D%7Ctkp%3ABk9SR-TljtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO Brickheadz: Aragorn und Arwen (40632) Herr der Ringe ROYAL MAIL TRACKED,"EUR 36,14","+ ca. EUR 13,06 Versand",Brandneu,2025-12-02,https://www.ebay.de/itm/395890718462?_skw=LEGO+40632&epid=10058424886&itmmeta=01JGYP3PB3SE4HWNSZ8M6PDBCA&hash=item5c2cecf6fe%3Ag%3AT7YAAOSwS4dnMdkO&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnQVsXZi8kQnkaytDFC10FTM4C9uMRucYtmYJEC%2BEPZ8fBjNq2QmhaVwaYKFufLHUgYC18rrXxuhtY%2BQ%2Fh%2FEU3KCHpXIkzEJt295lNeuIOZOoZuQmwT%2FmNFkHnP%2FOgBDYsB%2Fq7t2wYjfTld15P2Bmz4w0cwgafHGOaiyE0L%2BiB%2BXE8gIxG6FLlIjePuFZdIoDRnWqETTz0anjzSqhTMXIpR3NhLVARuBBg3K%2BByx7oLxjS65EDe0tKFuAx0OUlBn88M4WZSchIWv7qdGeNKraJh%7Ctkp%3ABk9SR-TljtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
Lego Brickheadz 40631 40630 40632 40539 40477 40422 40495 und viele mehr NEU OVP,"EUR 19,99","+EUR 5,49 Versand",Brandneu,2025-11-22,https://www.ebay.de/itm/325578407252?_skw=LEGO+40632&epid=7051654130&itmmeta=01JGYP3PB3M2KASZRP12CHNTX8&hash=item4bcdfc3d54%3Ag%3A9D0AAOSwcb5kFDMj&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKnHVQsh6hKxv2AIUjG9OptCA%2FGR%2FJsumMxJyw%2BmKUxp0FQsJ2n3Y9iNLqxloIfWjaYzjkwQsZ0cLgnOqIHIfoI3z0%2BKPY5JMwoMnjeuR%2BjhyLwjMA0fyg3u3kyIN5xGznle2hfG0Uyc5uY4pRSeCMECMSfE%2F6ThLV60RrYAjmxA9Jf38AMLCrwPGnNv0Wd%2F5INDpAcPl2tJohlJWlK0MkqRgH5b%2Bn9jZKFdk5X8PBcfSAU5oOX4cbhnuEX9h%2BKyNlcMwkv%2FXZmVv8%2BSvJLTysAAd8LbQSBl9yPb2v9DP%2Fg%2FSw%3D%3D%7Ctkp%3ABk9SR-bljtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO BRICKHEADZ: Aragorn & Arwen (40632) - Neu in OVP - Kostenloser Versand,"EUR 32,48","+ ca. EUR 12,94 Versand",Brandneu,2025-11-19,https://www.ebay.de/itm/335666855920?_skw=LEGO+40632&epid=10058424886&itmmeta=01JGYP3PB3C3GH20MS36CXKE2P&hash=item4e274dbff0%3Ag%3ANHsAAOSwZuVjxvs8&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlPJpBcubQzWafVshqpAHwBtBm2PZsiFcrCUEdOtj0btGN2nGvQePffoioZk0xsvXO3mcWj%2FLqMK7cbkLxq0Rh5K0r9A39HPbYEqgp28jDG%2Fv3wBC%2Fzrw9MJab%2BRHiWvn5%2Fh1uRGeZ893LtDsUeeggoV2GR4b0sGD3E4fIz60qAQVSYFfubkq9p3k%2Bc3VrtRwjRkVSxq70ytFfvXp16JLcJX34orJXU8KHspBjyqlXFB7FlFqgV%2BFWiQn4nuR%2Bfb4IBUVNNNgqr03AUZpEf0xPA9XcFIYaE7zj76oJA589ufg%3D%3D%7Ctkp%3ABk9SR-bljtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO BrickHeadz  40632 Aragorn und Arwen,"EUR 15,00","+EUR 5,49 Versand",Gebraucht,2025-11-08,https://www.ebay.de/itm/267000247422?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYP3Q8QKFG785ADNBNFQMS0&hash=item3e2a74747e%3Ag%3ATbsAAOSwZepm8Aiu&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKn8oLZsJGRDKtChhELWBMfJDP4iU62WDikqWUMbbsN7MqWckE6VyirLUn9cOiTwmNihY%2FMwnwgqlWFQOxpA8ryhSC2DnavLm7vuKUVvWDUaNEer2x%2FgnuZngVZ%2BF0zSlBw54hxwbXr03ho%2BcyNdmlpL1DAjPMq4oAXG%2FNgvvVlvLZo871fOkLhQ7CC236GBttiJcsy1QaIZV%2FOqHTdQ%2BTf5I0ylhtzGDuVVCN%2Ba0tPWTHVQRCRg8UDzLQvzR5nY2augLtSB9i3TAZzuVQnm0xaxtQcaebHevLIvY69Kw%2FxuUg%3D%3D%7Ctkp%3ABk9SR770jtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO Der Herr der Ringe BrickHeadz Sammlung 40630 40631 40632,"EUR 37,00","+EUR 4,79 Versand",Gebraucht,2025-10-30,https://www.ebay.de/itm/305856962801?_skw=LEGO+40632&itmmeta=01JGYP3Q8RAP3Z11M98SFZKK7M&hash=item47367ee0f1%3Ag%3ACawAAOSwWzhnGTAd&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmJdncPj10N5r%2BOU%2B74UIog9YcqYf9Ts2S5bCO%2FgRXQAdzuSAPZUzQkikBkdea685jHAfdxLmD%2BQHY72zjMSd%2FLIoHIf0xKJLueOjChYmzPPpukPuzso2vt%2FutNFUFhujFpcCUwp5LsXpH3jREIZbfG%2Bb%2BvGkyfpq%2BXfCVDjydrHzJe4pXUXP4Dy0RKDkCkl4Xg9wfZ6VGTmV7PNbNsxbHfINxASceLwxH8ZujGvE46SP5jmc8UfE5QuTRvZri0JCDRVVMUOKL8igOw0%2FgCtiFY%7Ctkp%3ABk9SR8D0jtaHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
