Title,Price,Shipping,Condition,Date Sold,URL
Lego Brickheadz Herr der Ringe Konvolut - #40751 & #40630 & #40631 & #40632 NEU,99.98,7.69,Brandneu,2025-01-06,https://www.ebay.de/itm/375898806399?_skw=LEGO+40632&itmmeta=01JGYTRMXWW8YB9512RF36RAG7&hash=item578550987f%3Ag%3AgUwAAOSwGcdnNLMZ&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKn0kkYSS3aiqOUtsxlezkHkA81RSLS6Yzf8WQIW6LYdeAWxbJV0nASNTKOEk2wO8I9qqwk03wO9p7%2BONwP11W0zUJHkDq0CahWC2OoSh9hE7bMhgl5Qmr75t31KD6G%2BM8BN3h%2B1AUeawKDUSEc9tDdYIQAAEI9xjMfPF8n6deNBGDcszFz6c%2BjPK%2FGG5E6XoKk3GQAA1X9zbHUVpChOcEaEPxSvJ2Qg%2Ft8ifaKZgukb8IoDgMeqmGlWDXyT4yDW0aGQvezWJ2CpdsbrOrQIC0OdHXHzZ5V1vsBEnM6npl2ZDw%3D%3D%7Ctkp%3ABk9SR5LP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
"LEGO® BrickHeadz (40632): Aragorn™ und Arwen™ - selten, exklusiv **NEU & OVP**",27.99,5.49,Brandneu,2025-01-06,https://www.ebay.de/itm/155350356143?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYTRMXW721QMQ04C3XSKXE2&hash=item242b9a50af%3Ag%3ApJ8AAOSwN6ljvHvz&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKlR%2BngIyzad6noa5A%2ByKnCJ41BI%2BG3ym9YA4qkGFX%2BqKdx%2BfL6iojxpdT9EQlITHsF52HvliCiDc4tzHJJ6l7T3VeLwHh1tAD1l%2FFSZiKwzbjZMB0aOWADtwfwM8%2FG8xd02wzY4e%2FFA%2BIJnei7yf97XYn7Y%2FU4ejmZH%2B90a2gaW9GZYJYD6XhbZow2wtv7TiDHTTnaEBQ2oRLWCEkkOqbe1EiChMuxQJzowEbtIf2S3T6pWiCJaAgomz4L2yMdwT4c%3D%7Ctkp%3ABk9SR5LP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO Brick Headz Der Herr der Ringe: Aragorn und Arwen (40632) NEU VERSIEGELT,41.56,26.33,Brandneu,2025-01-06,https://www.ebay.de/itm/365313277082?_skw=LEGO+40632&epid=5058428511&itmmeta=01JGYTRMXYCTR4B4CNA6TQYY3S&hash=item550e5e3c9a%3Ag%3ABjkAAOSwwDdnTJ22&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmFmw4wPJNqKbHwtODnMVqwJRi96dkQXTyjfXuFB2lIUv2J9hHs0Emh2W2L1NkKS4uNdgqkS%2B1yd6oD4UQCrDcjGHSibuJpRAO8%2B9aHolVojqjbvevRJJAc46k4O%2BkCZKS5B8T%2F0vbqmpQkrF%2FOkzmr3yaC6ctPu9%2B7TnQwUJdA15JSGEP9o0PZ7F7LSZrb3CwiYSfEzbfZWUk3wAk0nDeWnCEmK2PXTYIF5%2BfUb9wJMw%3D%3D%7Ctkp%3ABk9SR5bP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO BRICKHEADZ: Aragorn & Arwen (40632),42.14,26.43,Brandneu,2025-01-06,https://www.ebay.de/itm/196889292941?_skw=LEGO+40632&epid=5058428511&itmmeta=01JGYTRMXYH3N3YRG2V5D5X0MR&hash=item2dd784308d%3Ag%3AZWUAAOSwxN9nWfH9&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk3EjzT%2BdBXXHsNTCpVso6%2FchCXOIgJMMtLPGZuz5LAKiOhWXlqh030mc%2FKWzt%2BoNtyI5MfNiU5nrlYSZDixR01vTjwRTs88ZT1q2qSl2Ysw1dFybjq19VuLvzq%2Bf5G3%2Fns4aHzeXQDA4Td1s3XaubKUqAYlxaaf8cL9kMlX0yrXdAzFsiZ6Y%2BF0gVuz73AduJAcfX60Kre%2Bwsqw5kKZbDfMV1KuxHtlS3Sn6sFLAqwAw%3D%3D%7Ctkp%3ABk9SR5bP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
"LEGO Herr der Ringe Brickheadz 40751, 40630, 40631 & 40632 Brandneu Versiegelt",114.48,15.78,Brandneu,2025-01-06,https://www.ebay.de/itm/335757520016?_skw=LEGO+40632&itmmeta=01JGYTRMXYH5YXJXZPSMX9VXCN&hash=item4e2cb52c90%3Ag%3AcjwAAOSwg-Znebjl&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKnQMIBs%2F%2BBsDI7YatTBfASnAppZ2QDvEb7b%2FFkIN0P%2BNayWYq%2B%2F7C%2Bbg8X8y5b%2B5ilH49GfPd5wOeyBZEqPiOduiznVqRpmZ4O0sMzLC2DqsMrPzhWI2BkXZW%2Fdg6AQ9nJbPBRV9jfv5POKeHr%2BWWvM5%2BMK9q4D0Kk7KYYpsz%2FyeqU6Uk1SOK7mp2xf%2Bgg0c6IGnV4a2bmSPlj%2FY5lctFsDoG%2B7BRfmXwf%2FRI6EDBdgPtUgSXrQ9%2F5WKN13c7LIpRp%2Bs31EHiSuISn7AvwlcVgTi6WkwzX1W4rxt%2Fen890FYg%3D%3D%7Ctkp%3ABk9SR5bP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
"40630, 40631, 40632 & 40751 LEGO BrickHeadz: Der Herr der Ringe Sammlung",108.47,23.33,Brandneu,2025-01-05,https://www.ebay.de/itm/176735366996?_skw=LEGO+40632&itmmeta=01JGYTRMXYQW8J14SSPR923ZM2&hash=item29263faf54%3Ag%3AfsEAAOSwLz9nXaef&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmpeBbeYRaTZMop5K%2FePxCWCrLbVQBALMmCtrdDe3bp7a45IFzI1S%2F5LxDhpsho73TwmTcf9X%2Bk0JtL4CSd3zqNqi%2BDr8zJBgQahUCsMaJaCjqdOIuwtyQLuu9H0VVdKITDUaS7LSdCAVbP0P5WU0aq3LY36Va7EV91ABeHBb8eSncQlkMAcx%2BGrd1gIpePwhBoOEBd0K4bRIGSxRGZZPa42VfYFwN3JL%2BBfLzCCgrXMywZCL7cGROR%2BdjherFhI3LHG1un8%2FpQfdYqOQW%2F5bUg%7Ctkp%3ABk9SR5bP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO® 40632 - Aragorn und Arwen + NEU & OVP Brickheadz Herr Der Ringe Lord Of,29.39,0.0,Brandneu,2025-01-05,https://www.ebay.de/itm/395847533048?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYTRMXW0X15BHC73HQXXE6J&hash=item5c2a5a01f8%3Ag%3A4A4AAOSwIExnLRad&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnk4PapItj%2FernlTY8tZ3HE%2FGHRpSoO1ebXu5tIRJY5ZClshxjz6%2BZp1%2BYOSZ8aYluJWW7E9unDEXX1a5Qu0%2BLQPji1hvmmlVHiOjzo6x5b4m4BtJHPVmk05m72geW4JzDctWhO1U3u8JpqIFZcd2%2BWoxrn6eU%2BDWU5LE6227HE%2BM4itvN1zHR2elWRnCHNiJz7j1qAXnAZuBnTFYNdyJ%2BW7xtRKpqAdWTPH%2FOcKeuVl0UdlHEotqdTqdWP%2FZVU7%2BQ%3D%7Ctkp%3ABk9SR5LP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO 40632 BrickHeadz Aragorn und Arwen 261 Teile OVP NEU Herr der Ringe LOTR,29.99,0.0,Brandneu,2025-01-05,https://www.ebay.de/itm/316064295795?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYTRMXWWRM05HCJ69A2AM7X&hash=item4996e66b73%3Ag%3AS3YAAOSw2DZnZMT9&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnjJlGaQaSJXIao4LEu8BBxo1%2FdJQVW6VgYc5MqTixO9ZRBEmTZOXwcNmHBh%2Bi4STGgwRPISM5CwKflTGxGTm%2FZHpSnIzD3rpC%2BcaHPM71rKeyvH7wmp8MsfsWZLhf6lit2%2B3GWKC650MmwVfLLUy15wual14%2FCQGH5quTJsE%2FII2yDm4n%2FBNMiJ0XwAHS7AwnLwRSoA5ER5ucUV7oSN%2Bx8QVKaJzpZHpBBvDlIrxHF9ErfcFcjJ08IBbsZzBQUp%2F0%3D%7Ctkp%3ABk9SR5TP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
LEGO® BrickHeadz 40632 Aragorn und Arwen LOTR HDR Herr der Ringe,29.9,0.0,Brandneu,2025-01-04,https://www.ebay.de/itm/135450537401?_skw=LEGO+40632&epid=16058340034&itmmeta=01JGYTRMXX5MCCCYYEAWG1E5BE&hash=item1f897b2db9%3Ag%3AwF0AAOSwepdnYymH&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKll6NC%2FQpCptYtkrP2ntmvxy%2BDyOXOQbBrb%2FibtAlt9eN1St8W8IpR%2BDZaDqr7yLqVekD0aaWmHTKjSIbfF0Gawusd46JvNUbHubD1zzOjwUgPo3HsVOZwS50PkxKXR6uxdFojVpZSGpryclf%2FFj30WuUKz%2BkLnWQT4vo2gf%2FKneT32es3OJNkzZobuBAWVKhCcDm%2BTPGRP6YZ6%2FoeyyWft47zmKlD2g1Xb21ISPEtGBeax%2BMCO1oQ2eGgG3avnkgA%3D%7Ctkp%3ABk9SR5TP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
"LEGO Herr der Ringe Brickheadz 40630, 40631 & 40632 - Brandneu/Versiegelt",94.0,15.98,Brandneu,2025-01-04,https://www.ebay.de/itm/356390338283?_skw=LEGO+40632&epid=19058423999&itmmeta=01JGYTRMXY6SCKDK0EPYD4DZE4&hash=item52fa84feeb%3Ag%3Ay-MAAOSw5KJnZI-g&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlcLTrCo72EuV9w7zJm7UW1iJGPgHTY17xnrrJlKhfV9eJGKyCEuvQe3wtHdH%2Fz68DmPuXq9jOgRJTjXdMLOWSjytyC1Qt4gV5lvvyPKPTwYnkLVDnwvBNmYF%2FQ%2Ff0adkDFx3i0OTBARepnSjPuUyHXZ6ytmlTnpFprZEeMUC%2FvdkGAA5fNWU7sHcBNDTYRlgt2bWoqaWPXPtLaUOZ%2FaWQd0RzF7pjXpUqd88eGsI0yjw%3D%3D%7Ctkp%3ABk9SR5bP4tqHZQ&LH_ItemCondition=1000%7C1500%7C2000%7C2500%7C3000
